image_path,weapon_detection_best_detections,weapon_detection_best2_detections,weapon_detection_model_detections,weapon_detection_EffientNet_detections,emotion_recognition_deepface_emotions,emotion_recognition_fer_emotions,environment_detection_violenceEnvironment_detections,alarme
fight_0627_frame9_jpg.rf.fe949e660c471d1363da1bb601298feb.jpg,"[{'label': 'knife', 'confidence': 0.51039719581604}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 97.26050479772715}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8599960803985596}]",1
Fm19112_jpg.rf.0c59a6abe5b1211e0e8e5909ebed2a2e.jpg,"[{'label': 'guns', 'confidence': 0.790458619594574}]",[],[],"[{'label': 'weapon', 'confidence': 0.9632905721664429}]","{'emotion': 'sad', 'confidence': 52.350419759750366}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7194767594337463}]",1
frame2Chatgpt.png,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 95.58902330267708}","{'emotion': 'neutral', 'confidence': 0.51}",[],1
frame3Chatgpt.png,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 78.50544112855899}","{'emotion': 'neutral', 'confidence': 0.47}",[],1
frame4Chatgpt.png,"[{'label': 'guns', 'confidence': 0.8441752195358276}]","[{'label': 'gun', 'confidence': 0.8927524089813232}]",[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 80.54815414834941}","{'emotion': 'neutral', 'confidence': 0.47}",[],1
Friday13thPart9UnknownHandgunCloseup_jpg.rf.80ce4fc8034fd4546f854e921830d911.jpg,"[{'label': 'guns', 'confidence': 0.7299808263778687}]","[{'label': 'gun', 'confidence': 0.7142823934555054}]","[{'label': 'Pistol', 'confidence': 0.7525037527084351}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 89.07953034883376}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
Fugitives-Revolver-11_jpg.rf.b7f3268c1866bb05b43ff788f06c1f44.jpg,"[{'label': 'guns', 'confidence': 0.7824433445930481}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 95.59815526008606}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
IMG_7180_MOV-0057_jpg.rf.0f840b879b6775fe8baa5c22914430ea.jpg,"[{'label': 'guns', 'confidence': 0.6135002374649048}]",[],[],"[{'label': 'weapon', 'confidence': 0.996956467628479}]","{'emotion': 'fear', 'confidence': 99.54109189159226}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
IMG_7180_MOV-0061_jpg.rf.e763f56020d392446383a86c26d032fd.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.99894779920578}]","{'emotion': 'fear', 'confidence': 99.94423985481262}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7083567380905151}]",1
IMG_7180_MOV-0062_jpg.rf.8ed1bba0e80bf1058120133ac89f7e36.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9947226047515869}]","{'emotion': 'fear', 'confidence': 91.07078856651715}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
IMG_7180_MOV-0069_jpg.rf.6ef74509f0d212b0b51aa2ba7ea86f53.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9973829388618469}]","{'emotion': 'angry', 'confidence': 99.88890291584696}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7519423961639404}]",1
IMG_7180_MOV-0072_jpg.rf.50abded9744256a5152fb2ac62032e08.jpg,[],"[{'label': 'gun', 'confidence': 0.6111400723457336}]",[],"[{'label': 'weapon', 'confidence': 0.9968572854995728}]","{'emotion': 'angry', 'confidence': 98.70083943595417}","{'emotion': 'fear', 'confidence': 0.36}",[],1
IMG_7180_MOV-0083_jpg.rf.f3d69294f889c6c69fe7465d842e4eec.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9989750385284424}]","{'emotion': 'sad', 'confidence': 47.38903045654297}","{'emotion': 'sad', 'confidence': 0.36}",[],1
knife-1193-_jpg.rf.321bf03342878b886c492040b195442c.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9997463822364807}]","{'emotion': 'neutral', 'confidence': 85.97865867869154}","{'emotion': 'fear', 'confidence': 0.33}",[],1
knife-724-_jpg.rf.74d691acb2300c5764e67d35c386ca4e.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.8467580676078796}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 76.8221827533463}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
knife-939-_jpg.rf.8318a710811222e042eae619fd330e04.jpg,"[{'label': 'knife', 'confidence': 0.5050016045570374}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 58.66845742840082}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
knifeDefenseTechnique011_jpg.rf.b632f85d0f2d25921e61fa7e62148dc9.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.6559097766876221}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 97.30825424194336}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
knifeDefenseTechnique068_jpg.rf.a66b20cd804544fcabdbdff1b8fa8313.jpg,"[{'label': 'knife', 'confidence': 0.7590572834014893}]",[],"[{'label': 'Knife', 'confidence': 0.500784695148468}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 92.3883850805989}","{'emotion': 'angry', 'confidence': 0.42}",[],1
knife_193_jpg.rf.bb33adc723c2ee4493fec53107c0f042.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 79.65730307443756}","{'emotion': 'neutral', 'confidence': 0.55}",[],1
knife_20_jpg.rf.efcb64fcb18b3cc1cf826d49f884e189.jpg,"[{'label': 'knife', 'confidence': 0.6779001355171204}]",[],[],"[{'label': 'weapon', 'confidence': 0.9813358783721924}]","{'emotion': 'neutral', 'confidence': 99.9593436717987}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
knife_523_jpg.rf.1f492e0a08b8a5a05ed5b36f35bd088b.jpg,"[{'label': 'knife', 'confidence': 0.9104949235916138}]",[],[],"[{'label': 'weapon', 'confidence': 0.9815545082092285}]","{'emotion': 'sad', 'confidence': 93.82826612332656}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
knife_529_jpg.rf.9fc3ebe1a1dd28d9483a7cb228dc80ba.jpg,"[{'label': 'knife', 'confidence': 0.5172545909881592}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 99.99749660491943}","{'emotion': 'angry', 'confidence': 0.52}",[],1
knife_70_jpg.rf.1ac56f4bd49b1d043ca53b9d711785bd.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9809973239898682}]","{'emotion': 'neutral', 'confidence': 76.95893049240112}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
KravMagaKnifeDefenseTechniques080_jpg.rf.705ec1b3cb827979978a89d233501050.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.8448336124420166}]","[{'label': 'weapon', 'confidence': 0.9928319454193115}]","{'emotion': 'sad', 'confidence': 100.0}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7345175743103027}]",1
KravMagaKnifeDefenseTechniques129_jpg.rf.fbccae895869fbec527e18b0a0b42649.jpg,"[{'label': 'guns', 'confidence': 0.5076843500137329}]",[],"[{'label': 'Knife', 'confidence': 0.8730984926223755}]","[{'label': 'weapon', 'confidence': 0.972367525100708}]","{'emotion': 'sad', 'confidence': 99.9998927116394}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8653435111045837}]",1
KravMagaKnifeDefenseTechniques167_jpg.rf.fb168489827916e8b99a3dd851b558da.jpg,"[{'label': 'knife', 'confidence': 0.565595805644989}]",[],"[{'label': 'Knife', 'confidence': 0.886016845703125}]","[{'label': 'weapon', 'confidence': 0.9635507464408875}]","{'emotion': 'fear', 'confidence': 99.47549104690552}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8265158534049988}]",1
KravMagaKnifeDefenseTechniques267_jpg.rf.2ea35dd882c134e7681a0b724fae7c6b.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.5541270971298218}]","[{'label': 'weapon', 'confidence': 0.9985520243644714}]","{'emotion': 'sad', 'confidence': 82.45893120765686}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.5592396259307861}]",1
KravMagaTraining076_jpg.rf.d6aff839e8064d8ad61ebace4987df0d.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.876435399055481}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 96.48187798477673}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.5943611860275269}]",1
KravMagaTraining531_jpg.rf.c79ceec77eff4970a9ad531f79a9e970.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 99.99974966049194}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
KravMagaTraining726_jpg.rf.9a86c485f32b37590d77777b0aa1a69b.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 99.53683614730835}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
KravMagaTraining753_jpg.rf.7889ceb941ee9d2f9746abb00ac5e821.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.8229540586471558}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 82.34060406684875}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.5651278495788574}]",1
open526_png_jpg.rf.b282edf5192ad58873c197a96d9ba993.jpg,[],[],"[{'label': 'Grenade', 'confidence': 0.6589464545249939}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 91.63060784339905}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.5054706931114197}]",1
open549_png_jpg.rf.0b6ca4969839dcd6885088d6cbf81cb3.jpg,[],[],"[{'label': 'Grenade', 'confidence': 0.7080992460250854}]","[{'label': 'weapon', 'confidence': 0.9931366443634033}]","{'emotion': 'fear', 'confidence': 90.31529426574707}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
opencv_frame_22_png_jpg.rf.3df9badeaf11bad568f2726d037146ae.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9953669309616089}]","{'emotion': 'fear', 'confidence': 96.365487575531}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
RusoClases003_jpg.rf.022932a37be39e3d2698ca90ea113bbc.jpg,"[{'label': 'guns', 'confidence': 0.7351033687591553}]",[],"[{'label': 'Knife', 'confidence': 0.8751874566078186}]","[{'label': 'weapon', 'confidence': 0.9880649447441101}]","{'emotion': 'happy', 'confidence': 97.50930652077832}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
RusoClases200_jpg.rf.3541481292a7795ea94a9e144ab0d430.jpg,"[{'label': 'guns', 'confidence': 0.7953152060508728}]",[],"[{'label': 'Knife', 'confidence': 0.8161977529525757}]","[{'label': 'weapon', 'confidence': 0.997968852519989}]","{'emotion': 'sad', 'confidence': 89.0532910823822}","{'emotion': 'neutral', 'confidence': 0.44}",[],1
RusoClases396_jpg.rf.ae0a7045c6c906b02a1f5eb911531959.jpg,"[{'label': 'guns', 'confidence': 0.6696084141731262}, {'label': 'guns', 'confidence': 0.657174825668335}]",[],"[{'label': 'Knife', 'confidence': 0.8703612685203552}]","[{'label': 'weapon', 'confidence': 0.9985536932945251}]","{'emotion': 'sad', 'confidence': 100.0}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
video5854713196715183593-1-_mp4-2_jpg.rf.0883c43911d635e044e2fdf98ceaadaa.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 98.85821342468262}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.6780633330345154}]",1
video5854713196715183602-1-_mp4-9_jpg.rf.b330507bc6040c1820fb5f37727a9c76.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.11925196647644}","{'emotion': 'neutral', 'confidence': 0.53}",[],1
V_14_F129_jpg.rf.2b2a3e4545e2025b385f8bd2f171de87.jpg,"[{'label': 'knife', 'confidence': 0.9855438470840454}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 99.80494976043701}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_14_F129_jpg.rf.6d83b958b373e7e7631437d7d9218eda.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9960689544677734}]","{'emotion': 'fear', 'confidence': 98.88759844825259}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_14_F132_jpg.rf.769d1fb71c0a0b6950313399fd51de25.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9980210065841675}]","{'emotion': 'fear', 'confidence': 69.24799084663391}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.6083362102508545}]",1
V_14_F132_jpg.rf.ff3ac6ca37891b2a1462deeebef4157c.jpg,"[{'label': 'knife', 'confidence': 0.9754796624183655}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 99.37001466751099}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_14_F141_jpg.rf.c778bb0e1c1b274ae1796bc5266fd6f5.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9985186457633972}]","{'emotion': 'sad', 'confidence': 98.78560915164839}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_14_F153_jpg.rf.f060f139b3a70df208a48b90865d6073.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9978892207145691}]","{'emotion': 'fear', 'confidence': 91.52600169181824}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_14_F153_jpg.rf.fe9859b0c4800be34dceb54a0728bdcf.jpg,"[{'label': 'knife', 'confidence': 0.9880061745643616}]",[],[],"[{'label': 'weapon', 'confidence': 0.9871103763580322}]","{'emotion': 'fear', 'confidence': 99.0607439911809}","{'emotion': 'surprise', 'confidence': 0.32}",[],1
V_14_F159_jpg.rf.f9f55c1d93fa71953a9b340ce38486b2.jpg,"[{'label': 'knife', 'confidence': 0.9859951138496399}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 100.0}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_14_F87_jpg.rf.f21c25759354f4bbdea426fe1d6e6aab.jpg,"[{'label': 'knife', 'confidence': 0.9751377701759338}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'surprise', 'confidence': 97.62000469922964}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_21_F120_jpg.rf.2ca7e2c7c86219e52b3c1fb5068f8a27.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 63.64177465438843}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8263081312179565}]",1
V_21_F123_jpg.rf.97eb6fdf05f7b8ede61211dcf6dcf13b.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9777790307998657}]","{'emotion': 'neutral', 'confidence': 99.9004125535734}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7694766521453857}]",1
V_21_F135_jpg.rf.a7778b67c4f8183c114ccaa7b20cae2b.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9131981134414673}]","{'emotion': 'neutral', 'confidence': 99.9958217141522}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7958158850669861}]",1
V_21_F159_jpg.rf.99696ca19d8afbbbf278f9475ec77c0b.jpg,"[{'label': 'knife', 'confidence': 0.9757574200630188}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 99.8890221251223}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_7_F15_jpg.rf.d79569b89e4d0ae3ff8bf74b02b711dd.jpg,"[{'label': 'knife', 'confidence': 0.9847858548164368}]",[],[],"[{'label': 'weapon', 'confidence': 0.972690999507904}]","{'emotion': 'sad', 'confidence': 57.158952951431274}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_7_F24_jpg.rf.3ad6fdeda9ae82bb64c9ef2992071dae.jpg,"[{'label': 'guns', 'confidence': 0.7465577721595764}, {'label': 'guns', 'confidence': 0.5592212677001953}]",[],[],"[{'label': 'weapon', 'confidence': 0.9967014193534851}]","{'emotion': 'neutral', 'confidence': 87.3136579990387}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8655300140380859}]",1
V_7_F24_jpg.rf.6b8a93c72d379cb886fcf641e1078333.jpg,"[{'label': 'knife', 'confidence': 0.9699801802635193}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 72.7370023727417}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_7_F24_jpg.rf.ff538ee833ed26bee1cc302eec80a134.jpg,"[{'label': 'guns', 'confidence': 0.6689126491546631}]","[{'label': 'gun', 'confidence': 0.5591290593147278}]",[],"[{'label': 'weapon', 'confidence': 0.9960067868232727}]","{'emotion': 'happy', 'confidence': 99.52638742484972}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.888177216053009}]",1
V_7_F27_jpg.rf.13aa7011d41860fede7bcf9646e07b4e.jpg,"[{'label': 'knife', 'confidence': 0.97911536693573}]","[{'label': 'gun', 'confidence': 0.5802478790283203}]",[],"[{'label': 'weapon', 'confidence': 0.9951300621032715}]","{'emotion': 'happy', 'confidence': 96.26187659870843}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.551011860370636}]",1
V_7_F27_jpg.rf.d68cff37e7b42216cac55e6818790d6c.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9911200404167175}]","{'emotion': 'sad', 'confidence': 72.8516697883606}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8443191647529602}]",1
V_7_F30_jpg.rf.94426d4464f43732fad6fc9bdcdec61e.jpg,"[{'label': 'knife', 'confidence': 0.9727722406387329}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 56.73350015479324}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_7_F30_jpg.rf.bf9e9b40c74a302c83d0107cc6af2d01.jpg,"[{'label': 'knife', 'confidence': 0.9715362191200256}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 99.36167001724243}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_7_F3_jpg.rf.b2a972ce1607505c8ea6a253ce70e031.jpg,"[{'label': 'knife', 'confidence': 0.977799654006958}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 98.59816423643615}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_7_F3_jpg.rf.e31bdd481fc42c3c742dba5d4a034534.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9987952709197998}]","{'emotion': 'happy', 'confidence': 99.99985694885254}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.8268910646438599}]",1
V_7_F9_jpg.rf.687f922032b3cd2ce212f2481c7d5fd2.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9978635907173157}]","{'emotion': 'happy', 'confidence': 99.90204573845318}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7740152478218079}]",1
V_9_F51_jpg.rf.7aa922791d921bdee01c441fa396ca97.jpg,"[{'label': 'knife', 'confidence': 0.9678347706794739}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 58.09415329063852}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_9_F51_jpg.rf.abbc4aa42fc917f178aa444849c4d0a6.jpg,"[{'label': 'knife', 'confidence': 0.9891390204429626}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 94.03921365737915}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_9_F54_jpg.rf.f2aae58f1a0a8a73a08cbefc6a99fb4d.jpg,"[{'label': 'knife', 'confidence': 0.9738179445266724}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.22829270362854}","{'emotion': 'No Face', 'confidence': 0.0}",[],1
V_9_F63_jpg.rf.46444cb43071612f5808afc3c597c1d1.jpg,[],[],[],"[{'label': 'weapon', 'confidence': 0.9834448099136353}]","{'emotion': 'sad', 'confidence': 95.61262700632972}","{'emotion': 'No Face', 'confidence': 0.0}","[{'label': 'violence', 'confidence': 0.7876785397529602}]",1
000000245026.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.5166052579879761}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 99.98465180305551}","{'emotion': 'happy', 'confidence': 1.0}",[],0
000000257624.jpg,"[{'label': 'guns', 'confidence': 0.5672918558120728}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.92563128471375}","{'emotion': 'happy', 'confidence': 0.41}",[],0
000000257896.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 98.29695204460049}","{'emotion': 'happy', 'confidence': 0.99}",[],0
000000258541.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 96.81636672117511}","{'emotion': 'happy', 'confidence': 0.93}",[],0
000000270474.jpg,[],[],"[{'label': 'Knife', 'confidence': 0.5958415865898132}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 43.585553765296936}","{'emotion': 'angry', 'confidence': 0.41}",[],0
000000270677.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 51.7575204372406}","{'emotion': 'neutral', 'confidence': 0.5}",[],0
000000271116.jpg,"[{'label': 'knife', 'confidence': 0.7331567406654358}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 57.987529039382935}","{'emotion': 'angry', 'confidence': 0.59}",[],0
000000271402.jpg,"[{'label': 'knife', 'confidence': 0.5140476226806641}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 87.37813830375671}","{'emotion': 'happy', 'confidence': 0.98}",[],0
000000271997.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 96.14364458842809}","{'emotion': 'neutral', 'confidence': 0.88}",[],0
000000289229.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 80.81604838371277}","{'emotion': 'neutral', 'confidence': 0.52}",[],0
000000290163.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 88.82251315251071}","{'emotion': 'sad', 'confidence': 0.52}",[],0
000000292024.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 48.44606816768646}","{'emotion': 'No Face', 'confidence': 0.0}",[],0
000000293625.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.42976839187521}","{'emotion': 'neutral', 'confidence': 0.68}",[],0
000000296222.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 99.39344525337219}","{'emotion': 'happy', 'confidence': 1.0}",[],0
000000297084.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'surprise', 'confidence': 61.932674761573956}","{'emotion': 'surprise', 'confidence': 0.39}",[],0
000000302536.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 91.27415962661264}","{'emotion': 'angry', 'confidence': 0.36}",[],0
000000310862.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 86.29728555679321}","{'emotion': 'sad', 'confidence': 0.6}",[],0
000000311394.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 70.92446684837341}","{'emotion': 'sad', 'confidence': 0.33}",[],0
000000311928.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 99.85210299491882}","{'emotion': 'neutral', 'confidence': 0.91}",[],0
000000312552.jpg,"[{'label': 'knife', 'confidence': 0.5313754081726074}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'sad', 'confidence': 78.23187112808228}","{'emotion': 'neutral', 'confidence': 0.41}",[],0
000000313034.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 99.99737143500873}","{'emotion': 'happy', 'confidence': 0.97}",[],0
000000334417.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 99.87271428108215}","{'emotion': 'neutral', 'confidence': 0.77}",[],0
000000342128.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'happy', 'confidence': 99.56395626068115}","{'emotion': 'happy', 'confidence': 0.93}",[],0
000000344268.jpg,[],"[{'label': 'gun', 'confidence': 0.5278086066246033}]",[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 84.29445437126807}","{'emotion': 'fear', 'confidence': 0.41}",[],0
000000345397.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'neutral', 'confidence': 76.66103839874268}","{'emotion': 'neutral', 'confidence': 0.8}",[],0
000000347254.jpg,[],[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 99.99922513952555}","{'emotion': 'neutral', 'confidence': 0.32}",[],0
000000351823.jpg,"[{'label': 'guns', 'confidence': 0.5168405771255493}]",[],"[{'label': 'Pistol', 'confidence': 0.7665588855743408}]","[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'fear', 'confidence': 50.620824098587036}","{'emotion': 'sad', 'confidence': 0.31}",[],0
000000383838.jpg,"[{'label': 'guns', 'confidence': 0.5216675400733948}]",[],[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 78.54452133178711}","{'emotion': 'happy', 'confidence': 0.39}",[],0
000000391140.jpg,[],"[{'label': 'gun', 'confidence': 0.5024459958076477}]",[],"[{'label': 'no weapon', 'confidence': 0.0}]","{'emotion': 'angry', 'confidence': 44.20183002948761}","{'emotion': 'neutral', 'confidence': 0.5}",[],0
